time,base_joint,base_arm1_joint,arm1_elbow_joint,elbow_arm2_joint,arm2_wrist_joint,wrist_tool_joint,
1.503244738,0.914587606808,5.45576644979e-05,-6.58645166461e-06,-3.32917442852e-05,-5.45385043125e-05,-3.42212647494e-05,
1.524989759,0.934469946087,5.57437006826e-05,-6.72963539645e-06,-3.40154778566e-05,-5.57241239715e-05,-3.49652052875e-05,
1.546952231,0.954352285365,5.69297368674e-05,-6.87281912829e-06,-3.4739211428e-05,-5.69097436304e-05,-3.57091458255e-05,
1.569134328,0.974234624644,5.81157730521e-05,-7.01600286013e-06,-3.54629449994e-05,-5.80953632894e-05,-3.64530863635e-05,
1.591538245,0.994116963922,5.93018092368e-05,-7.15918659197e-06,-3.61866785708e-05,-5.92809829484e-05,-3.71970269016e-05,
1.614166202,1.0139993032,6.04878454216e-05,-7.30237032381e-06,-3.69104121423e-05,-6.04666026073e-05,-3.79409674396e-05,
1.637020438,1.03388164248,6.16738816063e-05,-7.44555405565e-06,-3.76341457137e-05,-6.16522222663e-05,-3.86849079776e-05,
1.660103217,1.05376398176,6.2859917791e-05,-7.58873778749e-06,-3.83578792851e-05,-6.28378419253e-05,-3.94288485157e-05,
1.683416823,1.07364632104,6.40459539758e-05,-7.73192151933e-06,-3.90816128565e-05,-6.40234615842e-05,-4.01727890537e-05,
1.706963566,1.09352866031,6.52319901605e-05,-7.87510525117e-06,-3.98053464279e-05,-6.52090812432e-05,-4.09167295917e-05,
1.730745776,1.11341099959,6.64180263453e-05,-8.01828898301e-06,-4.05290799994e-05,-6.63947009022e-05,-4.16606701297e-05,
1.754765808,1.13329333887,6.760406253e-05,-8.16147271485e-06,-4.12528135708e-05,-6.75803205611e-05,-4.24046106678e-05,
1.779513671,1.15317567815,6.87900987147e-05,-8.30465644669e-06,-4.19765471422e-05,-6.87659402201e-05,-4.31485512058e-05,
1.804758966,1.17305801743,6.99761348995e-05,-8.44784017853e-06,-4.27002807136e-05,-6.99515598791e-05,-4.38924917438e-05,
1.830511692,1.19294035671,7.11621710842e-05,-8.59102391037e-06,-4.3424014285e-05,-7.1137179538e-05,-4.46364322819e-05,
1.856782047,1.21282269599,7.23482072689e-05,-8.73420764221e-06,-4.41477478564e-05,-7.2322799197e-05,-4.53803728199e-05,
1.883580436,1.23270503526,7.35342434537e-05,-8.87739137405e-06,-4.48714814279e-05,-7.3508418856e-05,-4.61243133579e-05,
1.910917473,1.25258737454,7.47202796384e-05,-9.02057510588e-06,-4.55952149993e-05,-7.46940385149e-05,-4.6868253896e-05,
1.938803985,1.27246971382,7.59063158231e-05,-9.16375883772e-06,-4.63189485707e-05,-7.58796581739e-05,-4.7612194434e-05,
1.967251015,1.2923520531,7.70923520079e-05,-9.30694256956e-06,-4.70426821421e-05,-7.70652778329e-05,-4.8356134972e-05,
1.996560019,1.31223439238,7.82783881926e-05,-9.4501263014e-06,-4.77664157135e-05,-7.82508974918e-05,-4.91000755101e-05,
2.026757115,1.33211673166,7.94644243774e-05,-9.59331003324e-06,-4.84901492849e-05,-7.94365171508e-05,-4.98440160481e-05,
2.057869213,1.35199907093,8.06504605621e-05,-9.73649376508e-06,-4.92138828564e-05,-8.06221368098e-05,-5.05879565861e-05,
2.090568341,1.37188141021,8.18364967468e-05,-9.87967749692e-06,-4.99376164278e-05,-8.18077564687e-05,-5.13318971242e-05,
2.124595185,1.39176374949,8.30225329316e-05,-1.00228612288e-05,-5.06613499992e-05,-8.29933761277e-05,-5.20758376622e-05,
2.160357739,1.41164608877,8.42085691163e-05,-1.01660449606e-05,-5.13850835706e-05,-8.41789957867e-05,-5.28197782002e-05,
2.198700038,1.43152842805,8.5394605301e-05,-1.03092286924e-05,-5.2108817142e-05,-8.53646154457e-05,-5.35637187382e-05,
2.239401161,1.45141076733,8.65806414858e-05,-1.04524124243e-05,-5.28325507134e-05,-8.65502351046e-05,-5.43076592763e-05,
2.28391538,1.4712931066,8.77666776705e-05,-1.05955961561e-05,-5.35562842849e-05,-8.77358547636e-05,-5.50515998143e-05,
2.332599926,1.49117544588,8.89527138552e-05,-1.0738779888e-05,-5.42800178563e-05,-8.89214744226e-05,-5.57955403523e-05,
2.38745889,1.51105778516,9.013875004e-05,-1.08819636198e-05,-5.50037514277e-05,-9.01070940815e-05,-5.65394808904e-05,
2.451785341,1.53094012444,9.13247862247e-05,-1.10251473516e-05,-5.57274849991e-05,-9.12927137405e-05,-5.72834214284e-05,
2.534279639,1.55082246372,9.25108224095e-05,-1.11683310835e-05,-5.64512185705e-05,-9.24783333995e-05,-5.80273619664e-05,
2.734161978,1.570704803,9.36968585942e-05,-1.13115148153e-05,-5.71749521419e-05,-9.36639530584e-05,-5.87713025045e-05,
